СВОДКА
Дата отчета;13.02.2026 19:34
Всего групп;694
Вошли (joined);487
Вышли (left);0
Не вошли (failed);87
Ожидают (pending);120
Успешных отправок;448
Неудачных отправок;39
Вышли за сессию;0
Вступили за сессию;0
Отправили за сессию;15

УСПЕШНЫЕ ОТПРАВКИ
Сообщение;Группа;Ссылка на группу;Ссылка на сообщение;Дата отправки
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 375 9;https://t.me/+XfkvU-D8UG80NTBi;https://t.me/c/1623669364/854;2026-02-11T16:58:20.072214
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 375 А;https://t.me/+ucB-vWOaqhc1ZmIy;https://t.me/c/1766148873/5812;2026-02-11T16:58:51.947634
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 375 Б;https://t.me/+XrLg3vKI_cMxMjJi;https://t.me/c/1610618078/1332;2026-02-11T16:59:23.901967
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 375 В;https://t.me/+OQqPI24Gq70yYWQ6;https://t.me/c/1624159709/2574;2026-02-11T16:59:55.883697
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 380 Д;https://t.me/+rb181yqV4-45MTky;https://t.me/c/1630480407/2550;2026-02-11T17:00:27.894868
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 380 Ж;https://t.me/+WbNHOkVSY18yYTI6;https://t.me/c/1523173514/2678;2026-02-11T17:00:59.806757
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 380 П;https://t.me/+cTEfI2JJcdQ0MzVi;https://t.me/c/1512303899/2978;2026-02-11T17:01:32.033704
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 380 Р;https://t.me/+yOGpAMGh9tRhNWM6;https://t.me/c/1556270455/2060;2026-02-11T17:02:04.054726
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 380 С;https://t.me/+GqenFRSWQxRiMzli;https://t.me/c/1640079608/2622;2026-02-11T17:02:35.989772
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 380 Т;https://t.me/+UoI8H-diC69mOWEy;https://t.me/c/1610750815/1578;2026-02-11T17:03:07.875125
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 384;https://t.me/+qKBtbPZerOliYjMy;https://t.me/c/1799533961/2431;2026-02-11T17:03:39.785886
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 384 2;https://t.me/+E8gJftr4s9Y4ZjNi;https://t.me/c/1402195475/7345;2026-02-11T17:04:11.720652
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 384 3;https://t.me/+kjvbSHn1gXtkNGUy;https://t.me/c/1370149488/1394;2026-02-11T17:04:43.763412
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 386;https://t.me/+nhrulFhKv1A2NWEy;https://t.me/c/1766643546/3328;2026-02-11T17:05:15.709988
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 388;https://t.me/+spbrOpyQMSZhNGZi;https://t.me/c/1718412002/2821;2026-02-11T17:05:47.678310
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 403 3;https://t.me/+wBJB5ZHh_8FhNGFi;https://t.me/c/1643472987/1229;2026-02-11T17:06:19.599506
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 403 4;https://t.me/+6rIRGjD-lrljN2E6;https://t.me/c/1729633737/976;2026-02-11T17:06:51.606365
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 403 5;https://t.me/+zW0s0dtp68ExMTUy;https://t.me/c/1731296938/1427;2026-02-11T17:07:23.981806
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 403 7;https://t.me/+jzCxMJll3ZFhY2Ji;https://t.me/c/1785392723/4135;2026-02-11T17:07:55.882877
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 403 8;https://t.me/+Q_-3xRAVDtc2MjYy;https://t.me/c/1693801631/3051;2026-02-11T17:08:28.043881
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 405;https://t.me/+X6fGOvGsmC41YzYy;https://t.me/c/1693356796/4807;2026-02-11T17:08:59.915823
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 405 2;https://t.me/+P8zrKep2_sU3YTcy;https://t.me/c/1723334875/6170;2026-02-11T17:09:31.799409
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 407;https://t.me/+SVxmIElNPTwwNDI6;https://t.me/c/1768501676/3961;2026-02-11T17:10:03.915274
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 409;https://t.me/+ZjMMGbbpcY44N2Zi;https://t.me/c/1466952284/5929;2026-02-11T17:10:35.822503
Рассылка 6-7 февраля. ;Попова 7;https://t.me/+2DoboPJZA1lhMDhi;https://t.me/c/1705478488/8;2026-02-11T17:11:07.759440
Рассылка 6-7 февраля. ;Пос. ВУГИ, д.1;https://t.me/+1IXhBhBAmso5YTNi;https://t.me/c/1511342285/961;2026-02-11T17:11:39.687774
Рассылка 6-7 февраля. ;Смирновская ул, 30;https://t.me/+mXnOks2wc5xkNjYy;https://t.me/c/776916630/471;2026-02-11T17:17:33.192566
Рассылка 6-7 февраля. ;Строителей ул, 11;https://t.me/+HUEsIvx0pi1kZTE6;https://t.me/c/1504738971/1709;2026-02-11T17:20:14.877885
Рассылка 6-7 февраля. ;Строителей ул, 13;https://t.me/+8gLYI9ZR7_A0MWFi;https://t.me/c/1632653785/1263;2026-02-11T17:20:46.862346
Рассылка 6-7 февраля. ;Строителей ул, 15;https://t.me/+x_ygWk8KDg0yMjAy;https://t.me/c/1639717278/2919;2026-02-11T17:21:18.881724
Рассылка 6-7 февраля. ;Строителей ул, 2 1;https://t.me/+r43R3JdjUgZmM2Vi;https://t.me/c/1187347997/3956;2026-02-11T17:21:50.796829
Рассылка 6-7 февраля. ;Строителей ул, 2 2;https://t.me/+vtD1rlJezEYyYmRi;https://t.me/c/1692438178/1714;2026-02-11T17:22:22.768410
Рассылка 6-7 февраля. ;Строителей ул, 2 3;https://t.me/+RHxh8W2CaQ5kMDdi;https://t.me/c/1636427150/2016;2026-02-11T17:22:54.655149
Рассылка 6-7 февраля. ;Строителей ул, 4 А;https://t.me/+GQXWWa8L850wNmJi;https://t.me/c/1623003952/1439;2026-02-11T17:23:26.493471
Рассылка 6-7 февраля. ;Строителей ул, 4А, 4Б;https://t.me/+EoTPnq1tmss0OTli;https://t.me/c/1406050372/5939;2026-02-11T17:23:58.939383
Рассылка 6-7 февраля. ;Строителей ул, 6;https://t.me/+gpugHly13qE3YTUy;https://t.me/c/1699761367/14205;2026-02-11T17:24:30.857679
Рассылка 6-7 февраля. ;Строителей ул, 8/9;https://t.me/+fg7a0eMyGpZkZWMy;https://t.me/c/1570643632/2227;2026-02-11T17:25:02.994032
Рассылка 6-7 февраля. ;Строителей ул, 9;https://t.me/+Okp8_cVKelwzY2Uy;https://t.me/c/1765715750/1598;2026-02-11T17:25:34.864779
Рассылка 6-7 февраля. ;Хлебозаводская ул, 3/1 (Хлебозаводской туп, 1/3 );https://t.me/+pyZUKcEhTJgyNzMy;https://t.me/c/1655614542/1086;2026-02-11T17:26:06.850655
Рассылка 6-7 февраля. ;Хлебозаводская ул, 4;https://t.me/+RAv7j-iFoe5kMzky;https://t.me/c/1600769136/2468;2026-02-11T17:26:38.753585
Рассылка 6-7 февраля. ;Хлебозаводская ул, 6;https://t.me/+kX9j2bv-Uk9iODgy;https://t.me/c/1619244758/2201;2026-02-11T17:27:10.686209
Рассылка 6-7 февраля. ;Хлебозаводская ул, 8;https://t.me/+WRa48_hnjoszNDYy;https://t.me/c/594705275/472;2026-02-11T17:27:42.547089
Рассылка 6-7 февраля. ;Хлебозаводской проезд, 10;https://t.me/+OVwdqrRPus9lNGMy;https://t.me/c/1748279130/940;2026-02-11T17:28:14.437297
Рассылка 6-7 февраля. ;Хлебозаводской проезд, 11;https://t.me/+2RQTmO_pUWJhNjRi;https://t.me/c/1428730008/1157;2026-02-11T17:28:46.297229
Рассылка 6-7 февраля. ;Хлебозаводской проезд, 3 1;https://t.me/+FX7CKGmoZ4ZiZjJi;https://t.me/c/1561554704/5340;2026-02-11T17:29:18.209574
Рассылка 6-7 февраля. ;Хлебозаводской проезд, 3 2;https://t.me/+7-WAT27uLFIxZjcy;https://t.me/c/1782511953/2846;2026-02-11T17:29:50.077166
Рассылка 6-7 февраля. ;Хлебозаводской проезд, 5;https://t.me/+9uBlX1unV0czOThi;https://t.me/c/1726925556/4933;2026-02-11T17:30:22.116886
Рассылка 6-7 февраля. ;Хлебозаводской проезд, 6 Б;https://t.me/+e0zBR5jctQo3ZTMy;https://t.me/c/1591943152/2882;2026-02-11T17:30:54.317475
Рассылка 6-7 февраля. ;Хлебозаводской проезд, 7;https://t.me/+SQ6Dl0_zP3M4ODYy;https://t.me/c/1796726834/4226;2026-02-11T17:31:26.197991
Рассылка 6-7 февраля. ;Хлебозаводской проезд, 7 А;https://t.me/+Q6nyP-RVnkFmMTJi;https://t.me/c/1315099157/948;2026-02-11T17:31:58.114282
Рассылка 6-7 февраля. ;Хлебозаводской проезд, 8;https://t.me/+jIfOotwIaF5iNmQ6;https://t.me/c/1785441669/856;2026-02-11T17:32:29.951311
Рассылка 6-7 февраля. ;Хлебозаводской проезд, 9;https://t.me/+oBoi6ZaVTTk5NWYy;https://t.me/c/1519890380/1817;2026-02-11T17:33:01.956635
Рассылка 6-7 февраля. ;Хлебозаводской проезд, 9 А;https://t.me/+T6jDgPAQhfNjMTBi;https://t.me/c/1343105773/883;2026-02-11T17:33:34.022622
Рассылка 6-7 февраля. ;Хлебозаводской туп, 3;https://t.me/+Ttj-4VOOBhFmZjcy;https://t.me/c/1637046897/1830;2026-02-11T17:34:06.056695
Рассылка 6-7 февраля. ;Хлебозаводской туп, 5;https://t.me/+tpiFc4LR291jOTU6;https://t.me/c/1707227190/1543;2026-02-11T17:34:37.953643
Рассылка 6-7 февраля. ;Хлебозаводской туп, 7;https://t.me/+KD9XSAzA4IhhZjMy;https://t.me/c/1753142674/4611;2026-02-11T17:35:09.883334
Рассылка 6-7 февраля. ;Хлебозаводской туп, 7 А;https://t.me/+kiaZqZgSIrgzM2My;https://t.me/c/1787647327/4797;2026-02-11T17:35:42.012343
Рассылка 6-7 февраля. ;Хлебозаводской туп, 9;https://t.me/+6gNqZU8KcGwyMTU6;https://t.me/c/1706581165/6021;2026-02-11T17:36:13.936834
Рассылка 6-7 февраля. ;Шевлякова 8;https://t.me/+BnZgeAFzO-M0ZjMy;https://t.me/c/1661767697/99;2026-02-11T17:36:45.831347
Рассылка 6-7 февраля. ;Электрификации ул, 1;https://t.me/+oWHSjYvPFAw0ZDJi;https://t.me/c/1710000872/871;2026-02-11T17:38:21.745420
Рассылка 6-7 февраля. ;Электрификации ул, 11;https://t.me/+Igg_ivAHebM0N2Zi;https://t.me/c/617446528/475;2026-02-11T17:38:53.800964
Рассылка 6-7 февраля. ;Электрификации ул, 12;https://t.me/+9IGRJ-uQtO1lNGUy;https://t.me/c/1888042804/1708;2026-02-11T17:39:25.815427
Рассылка 6-7 февраля. ;Электрификации ул, 13;https://t.me/+uBkhxBflCytiMDdi;https://t.me/c/1854645953/3790;2026-02-11T17:39:57.802460
Рассылка 6-7 февраля. ;Электрификации ул, 15;https://t.me/+j7YgL5w7GEYzM2Ni;https://t.me/c/1450616188/3167;2026-02-11T17:40:29.682398
Рассылка 6-7 февраля. ;Электрификации ул, 16;https://t.me/+Ohq6nKvyplo5YzIy;https://t.me/c/1737966358/2567;2026-02-11T17:41:01.946379
Рассылка 6-7 февраля. ;Электрификации ул, 18;https://t.me/+5aOn5ieoW9JhYTRi;https://t.me/c/1854924266/3627;2026-02-11T17:41:33.949377
Рассылка 6-7 февраля. ;Электрификации ул, 19;https://t.me/+jaiUXz-1XCJjMGZi;https://t.me/c/1600923031/6118;2026-02-11T17:42:05.958780
Рассылка 6-7 февраля. ;Электрификации ул, 2 А;https://t.me/+xvdvon7xuuc5YmQ6;https://t.me/c/1701063110/760;2026-02-11T17:42:37.985008
Рассылка 6-7 февраля. ;Электрификации ул, 21;https://t.me/+7k6B9oSH9XU4ODgy;https://t.me/c/1739959349/2176;2026-02-11T17:43:09.903426
Рассылка 6-7 февраля. ;Электрификации ул, 22;https://t.me/+EctJX8pNJwFlN2Ni;https://t.me/c/747399602/476;2026-02-11T17:43:42.044312
Рассылка 6-7 февраля. ;Электрификации ул, 23;https://t.me/+9YpGUibsbxwyODdi;https://t.me/c/752275031/477;2026-02-11T17:44:13.938836
Рассылка 6-7 февраля. ;Электрификации ул, 23 А;https://t.me/+ZrEsf_xSGoRkZDAy;https://t.me/c/1880097299/4581;2026-02-11T17:44:45.877933
Рассылка 6-7 февраля. ;Электрификации ул, 24;https://t.me/+qid9EPbJzAFjODU6;https://t.me/c/1816856756/2716;2026-02-11T17:45:17.812231
Рассылка 6-7 февраля. ;Электрификации ул, 24 А;https://t.me/+OE40dc_XyJI1MTRi;https://t.me/c/1839901515/9080;2026-02-11T17:45:50.049850
Рассылка 6-7 февраля. ;Электрификации ул, 25;https://t.me/+1ys1x2N-Or1iYzUy;https://t.me/c/1801523441/7154;2026-02-11T17:46:22.032196
Рассылка 6-7 февраля. ;Электрификации ул, 27;https://t.me/+ppnAD6mUEyA3ZDEy;https://t.me/c/1860986994/4314;2026-02-11T17:46:53.946355
Рассылка 6-7 февраля. ;Электрификации ул, 29;https://t.me/+hu6kK9clos8yNTI6;https://t.me/c/1643549178/3121;2026-02-11T17:47:26.019519
Рассылка 6-7 февраля. ;Электрификации ул, 29 А;https://t.me/+tiZdF7DuSPFjNjY6;https://t.me/c/1774454058/4519;2026-02-11T17:47:57.928965
Рассылка 6-7 февраля. ;Электрификации ул, 31;https://t.me/+yxpb1LqGErVmNGJi;https://t.me/c/1818585672/6459;2026-02-11T17:48:29.946034
Рассылка 6-7 февраля. ;Электрификации ул, 33;https://t.me/+rmCsYR6WNI83ZTYy;https://t.me/c/785802094/478;2026-02-11T17:49:02.209827
Рассылка 6-7 февраля. ;Электрификации ул, 35;https://t.me/+yBwlsc-Jy40zMTAy;https://t.me/c/793587690/479;2026-02-11T17:49:34.081484
Рассылка 6-7 февраля. ;Электрификации ул, 38;https://t.me/+-bY5eKN4dmw4ZTUy;https://t.me/c/434743750/480;2026-02-11T17:50:06.060966
Рассылка 6-7 февраля. ;Электрификации ул, 42;https://t.me/+5FKO-gKiiTszNmYy;https://t.me/c/1577962831/2645;2026-02-11T17:50:38.004375
Рассылка 6-7 февраля. ;Электрификации ул, 44;https://t.me/+rhlBbnhP9UdlYTMy;https://t.me/c/731333986/482;2026-02-11T17:51:09.915930
Рассылка 6-7 февраля. ;Электрификации ул, 5;https://t.me/+0VqQwGTd4bNiZTM6;https://t.me/c/1201792681/5410;2026-02-11T17:51:42.066227
Рассылка 6-7 февраля. ;Электрификации ул, 6;https://t.me/+Xx2yE4HOns9lMmYy;https://t.me/c/1509735597/3553;2026-02-11T17:52:14.068494
Рассылка 6-7 февраля. ;Электрификации ул, 6 А;https://t.me/+TVln_Pvnh5BhYTRi;https://t.me/c/1879713853/1708;2026-02-11T17:52:46.100009
Рассылка 6-7 февраля. ;Южная дом 18;https://t.me/+aa1cuw8eunQxMzJi;https://t.me/c/1528116054/14124;2026-02-11T17:53:18.020510
Рассылка 6-7 февраля. ;Южная ул, 1;https://t.me/+JvNAtDAAaukwYTJi;https://t.me/c/1690073461/3311;2026-02-11T17:53:49.909829
Рассылка 6-7 февраля. ;Южная ул, 10;https://t.me/+1CSuMi7_u95jMjMy;https://t.me/c/1699165740/2243;2026-02-11T17:54:21.844097
Рассылка 6-7 февраля. ;Южная ул, 11;https://t.me/+4TIIfME1YE9mYmNi;https://t.me/c/1610120417/5003;2026-02-11T17:54:53.719410
Рассылка 6-7 февраля. ;Южная ул, 12;https://t.me/+0rNfhSMap2VjMWU6;https://t.me/c/1736072467/7652;2026-02-11T17:55:25.597437
Рассылка 6-7 февраля. ;Южная ул, 13;https://t.me/+ckbm8aADs34xNjUy;https://t.me/c/1565590587/2974;2026-02-11T17:55:57.569011
Рассылка 6-7 февраля. ;Южная ул, 14;https://t.me/+Z08OllflKOA3Mjky;https://t.me/c/1576020703/3634;2026-02-11T17:56:29.523571
Рассылка 6-7 февраля. ;Южная ул, 15;https://t.me/+l4-fJNuetzhmNTky;https://t.me/c/1624031953/1720;2026-02-11T17:57:01.443324
Рассылка 6-7 февраля. ;Южная ул, 16;https://t.me/+zfETI2rvax8xZjcy;https://t.me/c/1770781195/4214;2026-02-11T17:57:33.518835
Рассылка 6-7 февраля. ;Южная ул, 17;https://t.me/+qyZfEjFKV-wyYjVi;https://t.me/c/1664505601/1253;2026-02-11T17:58:05.412132
Рассылка 6-7 февраля. ;Южная ул, 17а;https://t.me/+SuXCVWHMbAw5ZDQy;https://t.me/c/1602607806/5392;2026-02-11T17:58:37.271178
Рассылка 6-7 февраля. ;Южная ул, 19;https://t.me/+7yZhgKk-QgdmMTJi;https://t.me/c/1480355219/4363;2026-02-11T17:59:09.166376
Рассылка 6-7 февраля. ;Южная ул, 2;https://t.me/+8Ys5xq3iK3QxZTc6;https://t.me/c/1693376132/12343;2026-02-11T17:59:41.087173
Рассылка 6-7 февраля. ;Южная ул, 21;https://t.me/+wW6OuIYxuLpmNDY6;https://t.me/c/1678008534/14201;2026-02-11T18:00:13.070466
Рассылка 6-7 февраля. ;Южная ул, 22;https://t.me/+DoJXfUvmATgwZDhi;https://t.me/c/1252985678/11349;2026-02-11T18:00:45.247141
Рассылка 6-7 февраля. ;Южная ул, 24;https://t.me/+0CjwYB1uQOhjZjgy;https://t.me/c/1637630672/14891;2026-02-11T18:01:17.335762
Рассылка 6-7 февраля. ;Южная ул, 26;https://t.me/+XFPwwPGaTJk2Zjk6;https://t.me/c/1713479792/8466;2026-02-11T18:01:49.357524
Рассылка 6-7 февраля. ;Южная ул, 28;https://t.me/+kF-eiNVCtmFkM2Ri;https://t.me/c/1576467957/8541;2026-02-11T18:02:21.492871
Рассылка 6-7 февраля. ;Южная ул, 3;https://t.me/+DMJ1L_Lh48QzZmEy;https://t.me/c/1671861440/4569;2026-02-11T18:02:53.820927
Рассылка 6-7 февраля. ;Южная ул, 5;https://t.me/+1iYM3W4G55o5N2Iy;https://t.me/c/1650981673/2188;2026-02-11T18:03:26.230769
Рассылка 6-7 февраля. ;Южная ул, 6;https://t.me/+elU-yr0NulU3NDky;https://t.me/c/1654526242/5336;2026-02-11T18:03:58.212317
Рассылка 6-7 февраля. ;Южная ул, 7;https://t.me/+HjDG36m9xGBkOGJi;https://t.me/c/1753355810/2627;2026-02-11T18:04:30.171277
Рассылка 6-7 февраля. ;Южная ул, 8;https://t.me/+H3oJhwBSYZxmZTYy;https://t.me/c/1725309705/1400;2026-02-11T18:05:02.132022
Рассылка 6-7 февраля. ;п. ВУГИ, д.16;https://t.me/+JPyh7UEkS0hjZTM6;https://t.me/c/523802850/489;2026-02-11T18:05:34.043129
Рассылка 6-7 февраля. ;п. ВУГИ, д.19;https://t.me/+MQF28EfkkMljY2Zi;https://t.me/c/664099383/490;2026-02-11T18:06:06.080946
Рассылка 6-7 февраля. ;п. ВУГИ, д.3;https://t.me/+SsNll5o39Js5YjIy;https://t.me/c/536710564/491;2026-02-11T18:06:38.029850
Рассылка 6-7 февраля. ;Красная горка Гагарина 27/6;https://t.me/+VoqW5vhDaQpmMDUy;https://t.me/c/731871351/721;2026-02-13T16:32:46.861090
Рассылка 6-7 февраля. ;Красная горка Гагарина 28/1;https://t.me/+Ngy3w0Yjvd43OGEy;https://t.me/c/792715757/722;2026-02-13T16:32:52.360618
Рассылка 6-7 февраля. ;Красная горка Гагарина 3/8;https://t.me/+Neyoe_bfQYk5Njhi;https://t.me/c/515531965/723;2026-02-13T16:32:57.773691
Рассылка 6-7 февраля. ;Красная горка Гагарина 5/5;https://t.me/+K9cbV14ZyzQwMzNi;https://t.me/c/723795197/724;2026-02-13T16:33:03.489044
Рассылка 6-7 февраля. ;Красная горка Гагарина 9;https://t.me/+D9zdkkZ_G71kMjdi;https://t.me/c/756863930/725;2026-02-13T16:33:08.982923
Рассылка 6-7 февраля. ;Красная горка Комсомольский 10/1;https://t.me/+Zsq4QsdC9FE4N2Qy;https://t.me/c/745318776/726;2026-02-13T16:33:14.401687
Рассылка 6-7 февраля. ;Красная горка Комсомольский 16/2;https://t.me/+p8FfvpvHFcY0NGYy;https://t.me/c/688792360/727;2026-02-13T16:33:19.973028
Рассылка 6-7 февраля. ;Красная горка Комсомольский 18/1;https://t.me/+jaBGYVQ2of1hYjky;https://t.me/c/709540208/728;2026-02-13T16:33:25.445075
Рассылка 6-7 февраля. ;Красная горка Комсомольский 22;https://t.me/+mgxHEG7eSMQ1MTgy;https://t.me/c/663817075/729;2026-02-13T16:33:30.950631
Рассылка 6-7 февраля. ;Красная горка Комсомольский 24/2;https://t.me/+ksTiepqkCPExYjli;https://t.me/c/461013443/730;2026-02-13T16:33:36.445481
Рассылка 6-7 февраля. ;Красная горка Победы 3;https://t.me/+LEZ5EP7GCe82Y2Fi;https://t.me/c/603840745/731;2026-02-13T16:33:41.885849
Рассылка 6-7 февраля. ;Красная горка Победы 5;https://t.me/+xReXtV69S9YxMjky;https://t.me/c/521653052/732;2026-02-13T16:33:47.329712
Рассылка 6-7 февраля. ;Красная горка Победы 6;https://t.me/+rPMNwfNXpoUwMWEy;https://t.me/c/771519004/733;2026-02-13T16:33:52.733582
Рассылка 6-7 февраля. ;Красная горка Преображенская 3;https://t.me/+pZKjEoA8QKRlMDBi;https://t.me/c/748012403/734;2026-02-13T16:33:58.110134
Рассылка 6-7 февраля. ;Красная горка назаровская 4;https://t.me/+Suy5qGCqojVjMmEy;https://t.me/c/645801519/735;2026-02-13T16:34:03.502464

НЕУДАЧНЫЕ ОТПРАВКИ
Сообщение;Группа;Ссылка на группу;Ошибка
Рассылка 6-7 февраля. ;Шоссейная ул, 10;https://t.me/+0u3Pu3_eWqJiODMy;The channel specified is private and you lack permission to access it. Another reason may be that you were banned from it (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Шоссейная ул, 3;https://t.me/+iAJsJ0g7RuRlMjFi;RPCError 403: CHAT_SEND_PHOTOS_FORBIDDEN (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;8 Марта, 59;https://t.me/+T8V501_DN2M2ZWEy;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;ЖК Влюберцы;https://t.me/vluber;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Калараш ул, 15;https://t.me/+qW2qsYKMYwFkNzQy;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Калараш ул, 17;https://t.me/+bowfm1jGaHk2NGYy;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Мертвые пипевочки🥺;https://t.me/oblakadom;Chat admin privileges are required to do that in the specified chat (for example, to send a message in a channel which is not yours), or invalid permissions used for the channel or group (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 140;https://t.me/+KK5SSyLMNWoyNDky;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 141;https://t.me/+V77Fek0oCEVhZjk6;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 142;https://t.me/+Jy9PcNCHyFI2ZWQy;The channel specified is private and you lack permission to access it. Another reason may be that you were banned from it (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 143;https://t.me/+P1opAHXHRBE4NmRi;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 145;https://t.me/+ugDSQ-ZIJrc1MGEy;The channel specified is private and you lack permission to access it. Another reason may be that you were banned from it (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 149;https://t.me/+tkeF82hG7BU2MTI6;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 151/9;https://t.me/+FuBXb9_bQqI5YWIy;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 162;https://t.me/+eO7AVOMU578xNTli;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 164;https://t.me/+1x-qqBrhET0xZjky;The channel specified is private and you lack permission to access it. Another reason may be that you were banned from it (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 170/7;https://t.me/+MmwUOnHPGcllZmEy;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 181;https://t.me/+yAKWHXfRPBo0NTQy;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 189/1;https://t.me/+eHjsPkc24ehjMzdi;The channel specified is private and you lack permission to access it. Another reason may be that you were banned from it (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 191/2;https://t.me/+auMtcUyLLegxNTYy;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 197;https://t.me/+zsYD7_7cA843ZGIy;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 199;https://t.me/+H5Cs_nrEnjw3OWJi;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 201;https://t.me/+hVeNJKPXQVQ2YTdi;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 203;https://t.me/+3BCkzm1z2jgzMjMy;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 209;https://t.me/+iuL59FXKHNMyMDQ6;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Смирновская ул, 1;https://t.me/+mzaxOp3pO1lkYTUy;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Смирновская ул, 1 А;https://t.me/+vs_AnFaV2MBhOGZi;The channel specified is private and you lack permission to access it. Another reason may be that you were banned from it (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Смирновская ул, 15;https://t.me/+lkkQ55yHdDA1YjZi;The channel specified is private and you lack permission to access it. Another reason may be that you were banned from it (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Смирновская ул, 16;https://t.me/+kkKQWJZdyTRhMGEy;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Смирновская ул, 16/179 (Октябрьский пр-кт, 179/16 );https://t.me/+BadZr1wex-g0YWJi;The channel specified is private and you lack permission to access it. Another reason may be that you were banned from it (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Смирновская ул, 18/20 (Смирновская ул, 20/18 );https://t.me/+c9rxWVjSc-8xYjgy;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Смирновская ул, 19;https://t.me/+u6FBaE5grrw5Mjg6;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Смирновская ул, 21;https://t.me/+PrqxehW6YtdiMmNi;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Смирновская ул, 21 2;https://t.me/+1JwSMEBRwdlmZjJi;You can't write in this chat (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Смирновская ул, 3;https://t.me/+sRFKcfzh6LNmMzcy;The channel specified is private and you lack permission to access it. Another reason may be that you were banned from it (caused by SendMediaRequest)
Рассылка 6-7 февраля. ;Смирновская ул, 30 1;https://t.me/+yJPXpj1QRyk1NDYy;You can't write in this chat (caused by SendMediaRequest)
